picture,unworthy,web,price,describe,web_url,worthy,title
http://www.smzdm.com/p/6538286/,1,亚马逊中国,3999元包邮,双面可躺，适中偏硬，直降好价~,http://go.smzdm.com/1f511a1d93867b1c/ca_aa_yh_37_6538286_403_32057_49/n8FVCVuW87AD,1,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Slumberland 斯林百兰 温度智慧-舒适版 独立弹簧床垫 180*200cm','位置':'1'})"
http://www.smzdm.com/p/6538525/,26,京东,100-5/200-8/400-18,,http://go.smzdm.com/e08a0d2432555631/ca_aa_yh_27_6538525_792_0_0/WPFvCxuOZQNx,4,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'限华南：京东 全品类优惠券','位置':'2'})"
http://www.smzdm.com/p/6538359/,3,亚马逊中国,253.5元包邮（2件7.5折）,30分钟就能让你的被子暖暖的（咦，还省了一个暖床的汉子呢~）,http://go.smzdm.com/8cbb55ac85e87173/ca_aa_yh_27_6538359_751_5419_31/yEFNCZubX4dj,21,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'IRIS 爱丽思 日本暖被机衣物烘干机 FTK-270','位置':'3'})"
http://www.smzdm.com/p/6535700/,3,天猫精选,3150元包邮（下单立减）, 群晖NAS网络存储，好价来袭~,http://detail.tmall.com/item.htm?id=523808985835,11,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Synology 群晖 DS416 企业级 NAS网络存储','位置':'4'})"
http://www.smzdm.com/p/6538521/,1,天猫国际,307元包邮（35元定金，11.11需用券付尾款）,特含专利益生元组合，有效改善便秘，含税低至102元/件。,https://item.taobao.com/item.htm?id=539089044380,8,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：Aptamil 爱他美 金装加强型婴幼儿配方奶粉 4段 900g*3罐','位置':'5'})"
http://www.smzdm.com/p/6538256/,4,京东,39.9元,套装入手，刚需好价。,http://go.smzdm.com/3e2995baef74cce5/ca_aa_yh_113_6538256_475_1045_129/yEFNCZubX4WX,12,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'LION 狮王 细齿洁 炭能量牙刷*8支 +赠品','位置':'6'})"
http://www.smzdm.com/p/6538435/,0,FEELUNIQUE官网,£27.2（需用券，约￥225）,清透自然，丝润保湿，2色可选，近期好价~,http://go.smzdm.com/7170eba7c50b009f/ca_aa_yh_113_6538435_848_1199_123/eDFGCRuNjzB5,11,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'BURBERRY 博柏利 丝柔亮彩粉底液 30ml','位置':'7'})"
http://www.smzdm.com/p/6538389/,3,百联网上商城,299元包邮,便携时尚卖萌机，使用优质的一次成像迷你胶片。,http://go.smzdm.com/b045cb4b6acc1d52/ca_aa_yh_163_6538389_801_1509_169/n8FVCVuW87x7,10,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'FUJIFILM 富士 instax mini 7S 拍立得相机','位置':'8'})"
http://www.smzdm.com/p/6538432/,3,天猫国际,49元包邮（定金10元，11.11付尾款）,可可固体含量不少于85%，可可脂含量50%~,http://item.taobao.com/item.htm?id=529770138999&skuId=3195517491805,15,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：HEIDI 赫蒂 85%可可 特浓黑巧克力80G*6块','位置':'9'})"
http://www.smzdm.com/p/6538089/,1,网易考拉海购,259元包邮包税（需领券，279-20）,13L容量，适合露营徒步，6色可选~,http://go.smzdm.com/c95a2ad3c8eb6e40/ca_aa_yh_57_6538089_481_2105_137/xAFYCou48B27,13,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'OSPREY Daylite 日光 13L 双肩背包','位置':'10'})"
http://www.smzdm.com/p/6537877/,0,Joe's NB Outlet,无门槛额外9折,"NB全场大促，好价折上折，热门款入手好机会~,额外9折,无需用码,无门槛,不限商品",http://go.smzdm.com/df42643138eca581/ca_aa_ht_57_6537877_902_749_0/PLFnCVsQ29nV,15,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'促销活动：Joe\'s NB Outlet  全场服饰鞋包促销','位置':'11'})"
http://www.smzdm.com/p/6538399/,2,京东,1645元包邮（买三免一）,高效祛痘印美白产品，每支合109.67元，比天猫预售价更低！,http://go.smzdm.com/c86897170066b255/ca_aa_yh_113_6538399_475_26421_115/rvFNCvuAzdVp,7,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Dr Sebagh 赛贝格 活颜修护VC粉 5支*3套','位置':'12'})"
http://www.smzdm.com/p/6537810/,0,Kate Spade NEW YORK美国官网,低至2.5折,"多种风格包款，搭配秋日装扮~,无需科学上网,全场满175美元",http://go.smzdm.com/a4089c0082889133/ca_aa_ht_57_6537810_765_1983_133/m2F2C4skjjQ3,6,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'海淘活动：kate spade NEW YORK 惊喜特卖会','位置':'13'})"
http://www.smzdm.com/p/6538210/,3,京东,39.9元（限购5件）,树莓蓝莓番茄胡萝卜甜椒味，果蔬混合酸奶。,http://go.smzdm.com/fec6aacb16b461d8/ca_aa_yh_95_6538210_790_175_2923/zEFlCAu4xEX6,21,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Bright 光明 莫斯利安 2果3蔬风味酸牛奶 135g*18盒钻石装','位置':'14'})"
http://www.smzdm.com/p/6538277/,2,京东,199元包邮,一锅双胆，12小时预约，美的电压力好价~,http://go.smzdm.com/f2b4e2f950cd3210/ca_aa_wx_27_6538277_495_287_33/WPFvCA2uOZQWW,12,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Midea 美的 WQC50A1P 家用电压力锅 5L（一锅双胆、预约）','位置':'15'})"
http://www.smzdm.com/p/6538172/,6,韩国现代百货,212元起+包直邮,"VANS帆布鞋，经典百搭，Slip On 帆布鞋212元包直邮~,VANS范斯帆布鞋专场",http://go.smzdm.com/11775e8653eeac26/ca_aa_ht_191_6538172_740_755_199/kDF4Cnse8nrg,27,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'海淘活动：韩国现代百货 VANS 范斯 帆布鞋 促销专场','位置':'16'})"
http://www.smzdm.com/p/6538366/,4,天猫精选,69元包邮（预付10元定金，双11付尾款）,次元口罩 防雾霾防PM2.5~,http://detail.tmall.com/item.htm?id=23707272373,18,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：三次元  防雾霾防PM2.5 12枚 多色可选','位置':'17'})"
http://www.smzdm.com/p/6534230/,2,阿里旅行,2498元起（定金99元起，11.11付尾款）,不一样的美军基地，风情万种的人间净土。,http://go.smzdm.com/cec1dd18015fa905/ca_aa_yh_1523_6534230_836_0_4811/kDF4Cwue8ARW,0,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：上海至关岛4-5日自由行（往返含税机票+全程酒店住宿）','位置':'18'})"
http://www.smzdm.com/p/6538519/,0,天猫国际,282元包邮（30元定金，11.11需用券付尾款）,独特的益生元，适合1岁以上的宝宝，含税低至94元/罐。,https://item.taobao.com/item.htm?id=538929255317,11,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：Nutrilon 诺优能 4段幼儿配方奶粉 安心罐 800g*3罐','位置':'19'})"
http://www.smzdm.com/p/6538398/,3,天猫精选,宝路 伟嘉 定金翻倍 多款好价,,https://marspet.tmall.com/?spm=875.7931836/A.subpannel2016068.15.Mno3Lu&acm=2016022926.1003.2.720883&scm=1003.2.2016022926.OTHER_1459574571679_720883&pos=15,3,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：玛氏宠物食品官方旗舰店','位置':'20'})"
http://www.smzdm.com/p/6537025/,26,西集网,1299元包邮（需用券）,功能升级，携带方便。,http://go.smzdm.com/848c4d8657f76342/ca_aa_yh_163_6537025_846_1583_175/PLFnCruQ22G9,38,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'BOSE SoundLink Mini 2 蓝牙音箱','位置':'21'})"
http://www.smzdm.com/p/6537542/,0,亚马逊中国,80元包邮（100-20）,DK少儿科普，两本33折包邮。,"http://go.smzdm.com/e8e150cf7f98db59/ca_aa_yh_7_6537542_829_28203_1643/oEFMCRuaPPkM,http://go.smzdm.com/e8e150cf7f98db59/ca_aa_yh_7_6537542_829_28203_1643/oEFMCRuaPPkM,http://go.smzdm.com/e3dd5c3fc8030738/ca_aa_yh_7_6537542_829_28203_1643/oEFMCRuaPPkM",16,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'《DK生物大百科》+《DK地球大百科》','位置':'22'})"
http://www.smzdm.com/p/6538253/,14,天猫精选,469.5元包邮，可用券（定金50元，双11付尾款）,新款跑鞋，入选跑者世界，双色好价~,http://detail.tmall.com/item.htm?id=540609398654&skuId=3206330462938,69,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：361° 361度 STRATA 男款稳定系跑鞋','位置':'23'})"
http://www.smzdm.com/p/6538457/,2,京东,350元包邮（需50元定金）,低音震撼、金属构架、体积小巧。,http://go.smzdm.com/4365d858ef71775b/ca_aa_yh_163_6538457_801_19211_175/xAFYCou48Bzz,18,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Sounder 声德 N6 核桃蓝牙音箱','位置':'24'})"
http://www.smzdm.com/p/6537026/,4,西集网,1159元包邮,像婴儿一样入睡。,http://go.smzdm.com/a228a9e278394dca/ca_aa_yh_37_6537026_846_27083_53/M5FDCkuxMMam,23,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'预售：Simmons 席梦思 Beautyrest Black 甜梦黑标系列 Free Spirit™ 记忆棉凝胶枕头','位置':'25'})"
http://www.smzdm.com/p/6538066/,0,Pharmacy Direct 中文官网,NZ$38.54直邮中国（约￥187）,女性内分泌调节套装，直邮中国~,http://go.smzdm.com/b693d73eb141c71f/ca_aa_ht_95_6538066_732_0_97/eDFGCpsNjze6,12,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Nutralife 纽乐 月见草油胶囊+蔓越莓胶囊','位置':'26'})"
http://www.smzdm.com/p/6527554/,7,亚马逊中国,1599元包邮（需用码）,女性专用两根抗菌喷嘴，移动端好价~,http://go.smzdm.com/d2cdf7134d14909a/ca_aa_yh_37_6527554_751_23769_39/7RF4CRupPVgb,20,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'新低价：INAX 伊奈 CEIX7C25 智能马桶盖板','位置':'27'})"
http://www.smzdm.com/p/6538202/,2,天猫国际,188元包邮（20元定金，11.11需用券付尾款）,恢复天然色调，天然成分萃取，预售好价~,https://item.taobao.com/item.htm?id=538833186026&tracelog=jubuyitnow,7,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：Restoria 丽丝雅 黑发还原乳 250ml*2瓶','位置':'28'})"
http://www.smzdm.com/p/6538152/,5,亚马逊中国,139元包邮,8秒速卷，液晶屏控温显示，持久定型，近期好价。,http://go.smzdm.com/ecdd26a16b49b469/ca_aa_yh_27_6538152_495_447_35/XBFkC4u7AJjz,7,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'RIWA 雷瓦 RB-100GJ 陶瓷自动卷发器','位置':'29'})"
http://www.smzdm.com/p/6538442/,14,亚马逊中国,19元包邮,再也不用担心零食受潮了。,http://go.smzdm.com/90f95d72fac4fe19/ca_aa_yh_1515_6538442_846_0_55/NPFGCxupwxYQ,57,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'LEC 迷你加热封口机','位置':'30'})"
http://www.smzdm.com/p/6538290/,11,天猫精选,868元包邮（预付129元定金，双11付尾款）,锅具套装，近期低价~,http://detail.tmall.com/item.htm?id=532135532047,25,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：WMF 福腾宝 不锈钢锅5件套装','位置':'31'})"
http://www.smzdm.com/p/6536416/,1,亚马逊中国,277.5元包邮（下单五折+立减10元券）,松软舒适，一脚蹬休闲鞋好价~,http://go.smzdm.com/f91b5a646b7249bc/ca_aa_yh_191_6536416_751_1367_199/AoFbC5uMvv7B,23,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'SKECHERS 斯凯奇 On-The-Go系列 女士休闲运动鞋 花呢布航海风 13788','位置':'32'})"
http://www.smzdm.com/p/6538376/,3,天猫精选,143元包邮包税（需定金20元，11.11付尾款需用券）,乐高经典系列，颗粒丰富，预售新低价。,https://item.taobao.com/item.htm?id=537247669994,50,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：LEGO 乐高 CLASSIC 基础系列 10695 创意拼砌桶','位置':'33'})"
http://www.smzdm.com/p/6538100/,6,京东,217元包邮（417-200）,折合72.3元/件，10/12cm双向枕高，凑单好价~,http://go.smzdm.com/484db7036a672ef3/ca_aa_yh_37_6538100_403_2589_53/M5FDCkuxM2AE,15,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Aisleep 睡眠博士 人体工学波浪款乳胶枕头','位置':'34'})"
http://www.smzdm.com/p/6538268/,6,京东,19.9元,加锌苏打水，入手好价。,http://go.smzdm.com/411ccba29329167d/ca_aa_yh_95_6538268_717_36108_101/BlFQCJuN9m5O,13,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'依能 苏打水 加锌 350ml*15瓶/箱','位置':'35'})"
http://www.smzdm.com/p/6527508/,6,亚马逊中国,348元包邮（双重优惠）,金装美孚，增强版，双重优惠历史新低~,http://go.smzdm.com/49153fa9e8aae29e/ca_aa_yh_147_6527508_846_1433_153/5oF4C9uZ7aNw,45,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'新低价：Mobil 美孚 金装1号增强版 EP全合成润滑油 5W-30 946ml*6支装','位置':'36'})"
http://www.smzdm.com/p/6536747/,1,MYBAG,额外7.7折+包直邮,"热门兔子包促销，款式齐全，好价包直邮~,GSMZDM,额外7.7折优惠",http://go.smzdm.com/b7b76e9a5b176a7d/ca_aa_ht_57_6536747_771_22687_137/lDFWC3sjOOg5,21,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'值友专享：MYBAG GRAFEA 兔子包促销','位置':'37'})"
http://www.smzdm.com/p/6537820/,4,京东,2809元包邮（3199-390）,FreeSync、144Hz刷新电竞显示器近期好价。,http://go.smzdm.com/5700b0a80f96bb2c/ca_aa_yh_163_6537820_801_35709_1519/kDF4Cwue88Vg,22,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'AGON 爱攻 AG2系列AG322FCX 电竞显示器','位置':'38'})"
http://www.smzdm.com/p/6538252/,17,京东,9.9元包邮,,http://go.smzdm.com/25493c74d6de59c7/ca_aa_yh_57_6538252_475_3499_65/rvFNCvuAzdLg,42,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'白菜党：FUANNA 富安娜 家居拖鞋','位置':'39'})"
http://www.smzdm.com/p/6537136/,6,京东,199元包邮,40支斜纹，直降好价~,http://go.smzdm.com/1b9f72aacd06a03a/ca_aa_yh_37_6537136_403_3841_53/zEFlCAu4xx2Q,19,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'LOVO 乐我家纺 科莱特 全棉斜纹印花四件套 1.8米床','位置':'40'})"
http://www.smzdm.com/p/6538345/,5,天猫超市,99减30元优惠券,,https://pages.tmall.com/wow/chaoshi/act/zpssy,26,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'优惠券码：天猫超市 纸品湿巾专场','位置':'41'})"
http://www.smzdm.com/p/6536547/,11,京东,199元包邮,专业孕童净水，一壶三芯，包邮好价~,http://go.smzdm.com/e8d1f19190c69e72/ca_aa_yh_27_6536547_824_0_31/6oFAC8uB66dZ,28,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Disney 迪士尼  Disney-01 家用滤水壶+滤芯 2支','位置':'42'})"
http://www.smzdm.com/p/6538337/,9,天猫精选,104元包邮（15元定金，11.11付尾款）,纯色卫衣，三色可选~,https://world.tmall.com/item/539755208047.htm?spm=a1z10.3745-b-s.w4948-15179746629.7.Z3ZuuI&id=539755208047&sku_properties=1627207:797584061,57,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：Baleno 班尼路 88632507Y 男装纯色开衫卫衣','位置':'43'})"
http://www.smzdm.com/p/6536345/,1,亚马逊中国,799元包邮（899-100）,日立清洁型美容仪再到低好价。,http://go.smzdm.com/2a9bb05557482e9e/ca_aa_yh_27_6536345_429_2253_35/EoF8CzuQ77y9,8,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'HITACHI 日立 WB-K801 美容仪+赠笔刷一个','位置':'44'})"
http://www.smzdm.com/p/6538300/,4,网易考拉海购,526元含税包邮,富含Omega-3，适合12个月以上的宝宝，低至131.5元/罐。,http://go.smzdm.com/f3c3933c1986250f/ca_aa_yh_75_6538300_417_9553_77/yEFNCZubX4eX,21,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'a2 白金婴儿配方幼儿奶粉三段 900克/罐*4罐','位置':'45'})"
http://www.smzdm.com/p/6537438/,36,苏宁易购,29.9元（定金5元，11.11付尾款）,折后一瓶4.98元~,http://go.smzdm.com/d1ea28d7fa8b896d/ca_aa_yh_95_6537438_790_17889_2923/M5FDCkuxMMmL,31,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：光明 莫斯利安2果3蔬 混合果蔬风味酸牛奶 350g*6盒','位置':'46'})"
http://www.smzdm.com/p/6537451/,25,天猫精选,299元包邮,清仓低价，套装历史低价。,http://detail.tmall.com/item.htm?id=39565027367,41,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'HiFiMAN 头领科技 HM700 无损音乐播放器 + RE300h 入耳式耳机','位置':'47'})"
http://www.smzdm.com/p/6534472/,5,阿里旅行,1202元起,旅游推荐：,http://go.smzdm.com/bb0fead662c7d9a9/ca_aa_yh_1523_6534472_835_0_4811/Z4FGC3uxQ8bQ,20,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'自由行：南京至北京5日自由行（往返含税机票+全程酒店住宿）','位置':'48'})"
http://www.smzdm.com/p/6538181/,4,Ashford,$4800（需用码，约￥32880）,Cal.100-03机芯，魅力蓝针，精致干练~,http://go.smzdm.com/54d68419133b8bb1/ca_aa_ht_131_6538181_771_18907_143/yEFNCosbX4Jb,224,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'值友专享：Glashütte 格拉苏蒂 Senator 参议员系列 100-03-32-42-04 男士机械腕表','位置':'49'})"
http://www.smzdm.com/p/6536224/,4,亚马逊中国,131.4元包邮（下单6折）,经典许愿骨造型，入手好价~,http://go.smzdm.com/2f268e5dcfd0a420/ca_aa_yh_131_6536224_846_29663_145/GzF3Cnuvzz5g,19,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Amazon Collection 18K玫瑰色镀金 纯银许愿骨项链','位置':'50'})"
http://www.smzdm.com/p/6538213/,2,苏宁易购海外购,249元包邮包税,梦幻妆感，化妆利器，包邮包税好价~,http://go.smzdm.com/a50cb697cbc5d26f/ca_aa_yh_113_6538213_848_967_123/b5FZCNugxL2L,37,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'GUERLAIN 娇兰 METEORITES 幻彩流星粉球 25g','位置':'51'})"
http://www.smzdm.com/p/6538244/,3,天猫精选,594元包邮包税（需定金90元，11.11付尾款需用券）,人仔帅气，复古+科技并存。,https://item.taobao.com/item.htm?id=537298444498,18,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：LEGO 乐高 Nexo骑士系列 70317 机械要塞','位置':'52'})"
http://www.smzdm.com/p/6536057/,10,亚马逊中国,1299元包邮（1599-300）,惠人基础款原汁机，持平之前推荐。,http://go.smzdm.com/a28f7d5bc1a44152/ca_aa_yh_27_6536057_429_405_33/5oF4C9uZ7742,6,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Hurom 惠人 HUES790WN 原汁机','位置':'53'})"
http://www.smzdm.com/p/6538013/,4,95095医药,145元包邮（155-10),欧姆龙耳温枪，9次记忆，新低价。,http://detail.tmall.com/item.htm?id=537927273239,9,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'历史新低：OMRON 欧姆龙 TH839S 耳温枪','位置':'54'})"
http://www.smzdm.com/p/6537221/,15,京东,49元（99-50）,佐餐瘦肉酱，满减后4.9元一瓶。,http://go.smzdm.com/5280215b04e078cf/ca_aa_yh_95_6537221_790_13833_105/xAFYCou488XD,9,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'洽洽 E-大粒佐餐瘦肉酱 香辣味175g*10瓶','位置':'55'})"
http://www.smzdm.com/p/6537939/,3,京东,169元包邮（269-100）,加厚磨毛，用券好价~,http://go.smzdm.com/9f7c1c9d75c567a5/ca_aa_yh_37_6537939_403_20555_53/ObF9CnuxPDxO,22,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'canasin 康尔馨 磨毛绣花加厚雪绒暖被子 200*230cm','位置':'56'})"
http://www.smzdm.com/p/6537608/,6,天猫精选,36元包邮（86-50）,南方必备，暖被窝神器。,http://detail.tmall.com/item.htm?id=521604664275,63,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Rainbow 彩虹 TB102 1.5*1.2米 双人电热毯','位置':'57'})"
http://www.smzdm.com/p/6538121/,7,狗民网商城,96元包邮（需用券）,适口性好，调理肠胃，用券好价~,http://go.smzdm.com/76810c573a830a4f/ca_aa_yh_1515_6538121_824_121_43/Z4FGC3uxQz43,16,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'ROYAL CANIN 皇家 ES35 全能优选 成猫粮 2kg','位置':'58'})"
http://www.smzdm.com/p/6537125/,8,京东,149元包邮（199-50）,北京、天津、广东有货。,http://go.smzdm.com/c80d66c009289284/ca_aa_yh_95_6537125_790_0_111/EoF8CzuQ77VQ,15,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'限地区：海买 熟冻加拿大北极虾 400g（50-60只）*10份','位置':'59'})"
http://www.smzdm.com/p/6537687/,1,亚马逊中国,84.7元包邮（104.7-20）,DK人文历史科普书，两本凑单32折好价。,"http://go.smzdm.com/294f1218232eedff/ca_aa_yh_7_6537687_829_28203_1643/PLFnCruQ224E,http://go.smzdm.com/294f1218232eedff/ca_aa_yh_7_6537687_829_28203_1643/PLFnCruQ224E,http://go.smzdm.com/f538d9a498a8ebd4/ca_aa_yh_7_6537687_829_28203_1643/PLFnCruQ224E,http://go.smzdm.com/427f0c9d5ff04884/ca_aa_yh_7_6537687_829_28203_1643/PLFnCruQ224E",19,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'《DK儿童人类历史百科全书》+《DK古文明大百科》+凑单品','位置':'60'})"
http://www.smzdm.com/p/6538190/,7,京东全球购,288元包邮包税（下单立减）,减脂塑形营养粉，三种口味可选，两罐满减好价。,http://go.smzdm.com/eee559d2a79bd9cc/ca_aa_yh_95_6538190_763_31651_97/dDFgCJu7xJay,124,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'CELLUCOR 细胞肌能 阿尔法极限氨基酸营养粉 390g*2罐','位置':'61'})"
http://www.smzdm.com/p/6537753/,45,百联网上商城,5888元包邮,亮黑色大容量iPhone 7好价。,http://go.smzdm.com/1539485909b07dba/ca_aa_yh_163_6537753_569_1687_165/BlFQCJuN99Wz,193,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Apple 苹果 iPhone 7 128G 全网通4G手机 亮黑色','位置':'62'})"
http://www.smzdm.com/p/6537604/,16,京东,28.8元（限购5件）,玫瑰香紫葡萄混合果汁，限购5件。,http://go.smzdm.com/be5742edb347f9f0/ca_aa_yh_95_6537604_790_36119_101/wEFkC4ugPPMB,14,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'众果 100%纯果汁 玫瑰香紫葡萄混合果汁（250ml×24盒）','位置':'63'})"
http://www.smzdm.com/p/6536814/,8,京东,959元包邮（10元定金）,色由心声，五色h.ear系列音箱预售新低。,"http://go.smzdm.com/8206184c161669b3/ca_aa_yh_163_6536814_569_249_175/yEFNCZubXX2O,http://go.smzdm.com/8206184c161669b3/ca_aa_yh_163_6536814_569_249_175/yEFNCZubXX2O,http://go.smzdm.com/cbba013d17d88814/ca_aa_yh_163_6536814_569_249_175/yEFNCZubXX2O,http://go.smzdm.com/c1e20c3daae3d2f7/ca_aa_yh_163_6536814_569_249_175/yEFNCZubXX2O,http://go.smzdm.com/128309e79deedcc8/ca_aa_yh_163_6536814_569_249_175/yEFNCZubXX2O,http://go.smzdm.com/e9a30e0aac4ea332/ca_aa_yh_163_6536814_569_249_175/yEFNCZubXX2O",40,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'预售：SONY 索尼 SRS-HG1 蓝牙便携音箱','位置':'64'})"
http://www.smzdm.com/p/6537909/,13,天猫精选,9500元包邮（1000元定金，11.11付尾款）,全新超珍稀限量面霜，一勺几百块，涂完要上天~,https://detail.tmall.com/item.htm?id=539737245864&skuId=3198823795519,573,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'高端秀：GUERLAIN 娇兰  限量版 御廷兰花臻兰面霜 50ml','位置':'65'})"
http://www.smzdm.com/p/6534387/,1,天猫精选,145元包邮包税（需定金20元，11.11付尾款需用券）有晒单,得宝系列基础装，全网低价。,https://item.taobao.com/item.htm?id=537835244509,24,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：LEGO 乐高 得宝系列 6176 80粒基础大盒装','位置':'66'})"
http://news.smzdm.com/p/29155/,,,有奖互动进行中,,,,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'走进网易考拉海购日本站 第一天 新奇特博物馆 探访花王集团之旅','位置':'67'})"
