picture,unworthy,web,price,describe,web_url,worthy,title
http://www.smzdm.com/p/6528509/,36,亚马逊中国,258元包邮,MIDORI旅行者笔记本，致所有心怀自由的旅人们~,http://go.smzdm.com/20ee36ce7f6cb28b/ca_aa_yh_177_6528509_846_26029_189/paFBCMu5jyoV,26,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'MIDORI TRAVELER\'S Notebook 旅行者笔记本 标准型','位置':'68'})"
http://www.smzdm.com/p/6538142/,0,当当,114元包邮,超薄干爽，透气排湿，单买好价~,http://go.smzdm.com/06c1387ba8bcd139/ca_aa_yh_75_6538142_417_563_81/gzF7C2u4D2YY,7,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Pampers 帮宝适 超薄干爽 婴儿纸尿裤 S164片','位置':'69'})"
http://www.smzdm.com/p/6537819/,9,天猫精选,379元包邮（定金40元，双11付尾款）,经典复古，3M反光，码全价好~,http://detail.tmall.com/item.htm?id=526935847602,41,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：new balance MRT580 中性复古跑鞋','位置':'70'})"
http://www.smzdm.com/p/6517583/,1,天猫精选,预售汇总，50寸低至1899元,,http://equity-vip.tmall.com/agent/mobile.htm?agentId=6017&_bind=true,14,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'coocaa 酷开 天猫旗舰店 双十一预热','位置':'71'})"
http://www.smzdm.com/p/6533499/,1,天猫精选,69元起，多款优惠可用,"专业保健，多部位可用，适合全家，好价可入。,1919,97年的悠久历史",https://beurerdq.tmall.com/index.htm?spm=a220o.1000855.w5002-14555263214.2.lakChW,27,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'值友专享：天猫beurer旗舰店——博雅按摩装备齐入手，爱自己更爱家人','位置':'72'})"
http://www.smzdm.com/p/6537846/,0,京东全球购,19.9元,超薄材质，3D立体设计，凑单好价~,http://go.smzdm.com/3187d4c998d75b46/ca_aa_yh_75_6537846_417_35957_0/EoF8CzuQ77vW,19,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'凑单品：Upis 优贝思 硅胶乳头保护罩 0.3mm厚度','位置':'73'})"
http://www.smzdm.com/p/6537255/,7,天猫国际,79元包邮（10元定金，11.11付尾款）,三支装好价~,https://item.taobao.com/item.htm?id=539089140213&spm=a222c.7731663.normal.pcweb-other,35,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：MARVIS 牙膏 三支装组合','位置':'74'})"
http://www.smzdm.com/p/6537891/,11,天猫超市,10.9元，可99-50,葱香味鸡肉丸，折后5.45元/斤~,http://detail.tmall.com/item.htm?id=534992576024,9,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'限地区：CP 正大食品 速冻鸡肉丸(葱香味)500g','位置':'75'})"
http://post.smzdm.com/p/497241/,,,,,,,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'#首晒#国内首晒：Apple Watch Series 2 Nike+ 智能手表 开箱','位置':'76'})"
http://www.smzdm.com/p/6537368/,5,苏宁易购,7999元包邮,携带便携，机身小巧，7km图传，现货持平双11预售价。,http://go.smzdm.com/7d66fa7b51f7d27b/ca_aa_yh_163_6537368_812_19217_4939/xAFYCou4888k,128,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'DJI 大疆 御 Mavic Pro 4K航拍无人机 全能套装','位置':'77'})"
http://www.smzdm.com/p/6536576/,12,阿里旅行,"1248元起（定金99,11.11付尾款）",,http://go.smzdm.com/b39669b41eb78c1c/ca_aa_yh_1523_6536576_835_0_4811/Z4FGC3uxQQJ2,8,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：华东五地-韩国首尔/济州岛4-5天往返含税机票（可选含五花酒店套餐）','位置':'78'})"
http://www.smzdm.com/p/6537804/,7,亚马逊中国,99元包邮,品质红茶，一斤秒杀低价。,http://go.smzdm.com/9a6ff0e8e192dfc7/ca_aa_yh_95_6537804_790_3253_101/WPFvCxuOZZ6D,12,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Z秒杀：IMPRA 英伯伦 斯里兰卡 大叶红茶 500g','位置':'79'})"
http://www.smzdm.com/p/6537612/,7,京东,497元包邮（897-400）,凑单低至166元/件，保护宝宝颈椎、呵护头型要从娃娃抓起~,http://go.smzdm.com/a90b14666b92d618/ca_aa_yh_37_6537612_403_0_53/gzF7C2u4DDlk,20,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'paratex 儿童乳胶枕 3-12岁','位置':'80'})"
http://www.smzdm.com/p/6528035/,9,亚马逊中国,712元包邮,可爱造型，再到好价~,"http://go.smzdm.com/dad94036c6a09c89/ca_aa_yh_131_6528035_846_3271_145/kDF4Cwue8GZ9,http://go.smzdm.com/dad94036c6a09c89/ca_aa_yh_131_6528035_846_3271_145/kDF4Cwue8GZ9,http://go.smzdm.com/02f815d5b3f299eb/ca_aa_yh_131_6528035_846_3271_145/kDF4Cwue8GZ9",23,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'周生生 88423p   黄金皇冠大眼猴吊坠  2.0克','位置':'81'})"
http://www.smzdm.com/p/6538080/,1,当当,114元包邮,透气干爽，通用拉拉裤，单买好价~,http://go.smzdm.com/75d74e110ac28434/ca_aa_yh_75_6538080_417_563_81/n8FVCVuW8768,8,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Pampers 帮宝适 超薄干爽 拉拉裤L120','位置':'82'})"
http://www.smzdm.com/p/6537409/,3,亚马逊中国,80元包邮（100-20）,DK精装大百科，双重优惠价更优~,http://go.smzdm.com/a39b5f28c21532eb/ca_aa_yh_7_6537409_829_0_1643/ObF9CnuxPPD7,13,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'《DK动物生活大百科》(全彩)','位置':'83'})"
http://www.smzdm.com/p/6535485/,6,天猫精选,19元（前5分钟）,两口味组合，办公室茶点优选。,https://detail.tmall.com/item.htm?id=530198412941,27,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'10点开始：知味观 龙井茶软心曲奇 牛奶蔓越莓 椰丝黑加仑组合 160克*2件','位置':'84'})"
http://www.smzdm.com/p/6528681/,6,亚马逊中国,569元包邮,10/13cm高，颗粒状凸起按摩头部。,http://go.smzdm.com/3116ec221f433f74/ca_aa_yh_37_6528681_751_34366_53/D8FLCLuxaOBM,46,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'ECOLIFELATEX PT3CM 护颈枕(高款)*2','位置':'85'})"
http://news.smzdm.com/p/29147/,,,Kindle、费列罗巧克力等你来抽奖,,,,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'【值友福利】万圣节来袭 你狂欢我送礼','位置':'86'})"
http://wiki.smzdm.com/huati/738/,,,,,,,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'【双十一识好物NO.3】品位家居不用装 格调小物大搜集','位置':'87'})"
http://news.smzdm.com/p/29154/,,,限量300双,,,,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'流动的线条：Reebok 锐步 推出 Liquid Speed 跑鞋','位置':'88'})"
http://www.smzdm.com/p/6527457/,16,亚马逊中国,299元包邮（需用券）,星光夜视，超广视角。,http://go.smzdm.com/115c1febef6c6133/ca_aa_yh_147_6527457_846_7937_149/b5FZCNugxrrn,24,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'BLACK VIEW 凌度 安霸A12 行车记录仪 黑色','位置':'89'})"
http://www.smzdm.com/p/6537988/,5,京东,9.9元，可199-100,山萃小包装蜂蜜，折后好价~,http://go.smzdm.com/200f9ddcb29176de/ca_aa_yh_95_6537988_717_20891_97/m2F2C5ukjpME,12,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'山萃 蜂蜜250g','位置':'90'})"
http://www.smzdm.com/p/6537353/,2,亚马逊中国,80元包邮（100-20）,DK少儿百科2折包邮，白菜价。,http://go.smzdm.com/c226b1348cee20d0/ca_aa_yh_7_6537353_829_28203_1643/NPFGCxupwww3,34,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'《DK少儿艺术百科书系:美术+音乐+舞蹈+电影》(套装共4册)','位置':'91'})"
http://www.smzdm.com/p/6537991/,8,聚划算,24.9元（前90秒）,蔓越莓鸡蛋薄饼，1000g大包装。,http://detail.ju.taobao.com/home.htm?item_id=539365436445,10,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'10点开始：刺猬阿甘 蔓越莓薄饼1000g','位置':'92'})"
http://www.smzdm.com/p/6537966/,6,苏宁易购,114元包邮，双重优惠后,大容量保温杯，新低价格 ~,http://go.smzdm.com/8b4b9c2d725f4ddb/ca_aa_yh_1515_6537966_159_533_47/WPFvCxuOZQdA,108,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'南京福利：THERMOS 膳魔师 SK-4000 保温杯 780ml','位置':'93'})"
http://www.smzdm.com/p/6537058/,27,西集网,769元包邮,和围巾一样必不可少的是笑脸帽子~,http://go.smzdm.com/3563721523ac0a05/ca_aa_yh_57_6537058_846_34006_69/paFBCMu5jjdD,137,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'预售：Acne Studios 艾克妮 羊毛针织Pansy Wool笑脸帽 多色可选','位置':'94'})"
http://www.smzdm.com/p/6527213/,13,亚马逊中国,2480元包邮,正反双向安装，近期好价~,http://go.smzdm.com/ab1312e4f20d3512/ca_aa_yh_147_6527213_846_697_157/3oF6CvuAdRym,12,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Maxi-Cosi 迈可适 荷兰 米洛斯 ISOFIX儿童汽车座椅','位置':'95'})"
http://www.smzdm.com/p/6537809/,8,亚马逊中国,188元包邮,斯里兰卡进口调味茶，秒杀低价。,http://go.smzdm.com/1a3f28766715c53c/ca_aa_yh_95_6537809_790_3253_101/NPFGCxupwwQn,16,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Z秒杀：IMPRA 英伯伦 英式伯爵调味茶 组合装 1000g','位置':'96'})"
http://www.smzdm.com/p/6537797/,3,亚马逊中国,1599元包邮（1699-100）,轻巧便携，功能强大，套装好价~,http://go.smzdm.com/e9bc2f2b81ca238c/ca_aa_yh_75_6537797_417_9807_83/BlFQCJuN99Gz,23,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Ameda 阿美达 双侧电动吸乳器组合套装 17080','位置':'97'})"
http://www.smzdm.com/p/6537289/,2,亚马逊中国,定价3折起，可叠加满减,仅限今日,http://go.smzdm.com/32a026e6c7d83c6e/ca_aa_yh_7_6537289_829_28203_1643/WPFvCxuOZZRQ,89,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'促销活动：亚马逊中国 DK图书巅峰惠','位置':'98'})"
http://news.smzdm.com/p/29150/,,,,,,,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'【众测新品】请你吃，请你喝，还送你软妹币，这种好事真的有——中粮我买网大礼包','位置':'99'})"
http://www.smzdm.com/p/6537808/,3,速普保税区海淘,89元,可拼砌、收纳积木，还能当手推车，单买好价~,http://go.smzdm.com/53785694b3d0940e/ca_aa_yh_75_6537808_417_2887_2067/5oF4C9uZ77m5,18,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'MEGA BLOKS 美高 CND86 费雪手拉车','位置':'100'})"
http://www.smzdm.com/p/6537580/,9,京东,599元包邮（999-400）,90%白鸭绒，填充量1200克，无惧寒冬，温暖入睡~,http://go.smzdm.com/12fe8af3dcdcc2b7/ca_aa_yh_37_6537580_403_3841_53/jDFnCLu5NNed,43,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'需钻石会员：LOVO 乐我家纺 90%白鸭绒被 220*240cm','位置':'101'})"
http://www.smzdm.com/p/6528252/,3,亚马逊中国,78元包邮,"脱鞋不再羞羞脸~,需要注意的是，因鞋子可",http://go.smzdm.com/bdb40990f6a5f1a8/ca_aa_yh_1515_6528252_751_17403_55/YbFPC4ugpwgB,165,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'KOBAYASHI 小林制药 足舒爽 清新爽足喷雾 150ml + 鞋靴除臭喷剂 250ml','位置':'102'})"
http://www.smzdm.com/p/6533079/,29,易车,最高降7万,,http://price.m.yiche.com/?s=796B7CB3-D56E-4926-9539-F791461F2A73,147,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'预算25万：三款豪华品牌中型车推荐','位置':'103'})"
http://www.smzdm.com/p/6537519/,1,亚马逊中国,169元包邮,方便耐用，再特价~ ,http://go.smzdm.com/c82785d5f9a19780/ca_aa_yh_1515_6537519_159_2299_47/GzF3Cnuvzz9A,39,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Stanley 史丹利 探险系列 10-01570 真空保温瓶 1.1QT','位置':'104'})"
http://www.smzdm.com/p/6528096/,3,亚马逊中国,899元包邮包安装（999-100）,无铅光面，特级不锈钢，4重滤芯，包安装好价~,http://go.smzdm.com/13406b7b243d8109/ca_aa_yh_27_6528096_751_4777_31/dDFgCJu7xzZl,24,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Doulton 道尔顿 F-IS101台下 4级过滤直饮机  （一机一芯）','位置':'105'})"
http://www.smzdm.com/p/6537811/,16,京东,101.6元包邮（201.6-100）,除菌去异味，家具必备~,http://go.smzdm.com/1c60451ad4be286c/ca_aa_yh_1515_6537811_159_1029_1137/QPFaC8u9llQR,28,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Walch 威露士 衣物除菌液（2.5L+1.5L）*3件+凑单品','位置':'106'})"
http://www.smzdm.com/p/6537268/,7,天猫精选,39元包邮（需用券）,中等容量保温壶，适合家用~,http://detail.tmall.com/item.htm?id=15316960448,82,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'维艾 家用保温壶 2L','位置':'107'})"
http://www.smzdm.com/p/6537807/,48,天猫精选,164元包邮（20元定金，11.11付尾款）,五色可选，必备款衬衫，预售好价。,https://detail.tmall.com/item.htm?&id=539104730330,22,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：AMERICAN EAGLE OUTFITTERS 5153_9511-1  牛津布长袖衬衫','位置':'108'})"
http://www.smzdm.com/p/6537645/,1,京东,36.4元,透过哈勃之眼窥看宇宙。,http://go.smzdm.com/f97111bacd0400c2/ca_aa_yh_7_6537645_829_0_1643/oEFMCRuaPP5J,46,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'《透过哈勃看宇宙》','位置':'109'})"
http://www.smzdm.com/p/6537233/,138,天猫超市,10.8元,华中、西南、西北有货。,http://detail.tmall.com/item.htm?id=36528271381,13,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'限地区：Coca Cola 可口可乐 330ML*6 听装','位置':'110'})"
http://www.smzdm.com/p/6537338/,6,天猫精选,259元包邮（30元定金，11.11付尾款）,功能全面，两档调速，预售好价~,https://detail.tmall.com/item.htm?id=537310017903,28,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：VTech 伟易达 学步车手推车 可调速','位置':'111'})"
http://www.smzdm.com/p/6537536/,6,京东,299元包邮（499-200）,90%白鸭绒，填充600g，会员好价~,http://go.smzdm.com/09d203787570c8e3/ca_aa_yh_37_6537536_403_4437_53/jDFnCLu5NNjd,47,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'需钻石会员：SOMERELLE 安睡宝 被子 90%羽绒防螨抑菌秋冬被 200*230cm','位置':'112'})"
http://www.smzdm.com/p/6537678/,4,天猫精选,可领券，定金抵用,,https://mayflower.tmall.com/shop/view_shop.htm,10,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：天猫精选 五月花官方旗舰店  纸品湿巾','位置':'113'})"
http://www.smzdm.com/p/6536083/,10,亚马逊中国,1199元包邮（需用码）,西伯利亚白鹅绒，静音面料，对抗严寒首选。,http://go.smzdm.com/d087ccf641c9aac5/ca_aa_yh_37_6536083_429_15963_0/9AFQCnuWddDP,17,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'NICED 奈士迪 90%西伯利亚白鹅绒加厚羽绒被 200*230cm','位置':'114'})"
http://www.smzdm.com/p/6537494/,13,京东全球购,89元,做工细致，工具齐全，移动端好价~,http://go.smzdm.com/bc909bf716304cde/ca_aa_yh_75_6537494_417_34156_0/2bFaCLuVAAz4,21,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'移动端：ANPANMAN 面包超人 儿童沙滩挖沙铲子玩具套装','位置':'115'})"
http://www.smzdm.com/p/6537481/,38,京东,10.9元，可99减10或188减88,经典南方黑芝麻糊，移动端特价。,http://go.smzdm.com/8d27afcbc327cb7a/ca_aa_yh_95_6537481_790_5313_101/PLFnCruQ22EV,39,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'移动端：南方 黑芝麻糊（精美盒装）405g','位置':'116'})"
http://www.smzdm.com/p/6528670/,3,亚马逊中国,1449元包邮（需用码）,整网弹簧，双面可躺，直降好价~,http://go.smzdm.com/ae16cab69c686ac6/ca_aa_yh_37_6528670_751_16125_49/dDFgCJu7xgym,42,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'新低价：SLEEMON 喜临门 流年 椰棕弹簧床垫  180*200cm','位置':'117'})"
http://www.smzdm.com/p/6537315/,2,亚马逊中国,838元包邮,90%白鹅绒填充，高蓬松度~,http://go.smzdm.com/fd2aec94eed8bcd4/ca_aa_yh_37_6537315_403_15963_53/n8FVCVuW88aO,35,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'NICED 奈士迪 90%东北优质白鹅绒 羽绒被白色 220*240cm','位置':'118'})"
http://www.smzdm.com/p/6527360/,7,亚马逊中国,149元包邮（需用券）,小小身躯爆发惊人的力量~,http://go.smzdm.com/b0e62f5bfa289a91/ca_aa_yh_147_6527360_846_8019_157/3oF6CvuAdR5r,55,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'新低价：LifeHammer ResQMe 车用便携式快速逃生工具 3只装','位置':'119'})"
http://www.smzdm.com/p/6537228/,5,天猫国际,89元包邮（10元定金，11.11付尾款）,补水必备，玻尿酸原液好价~,http://item.taobao.com/item.htm?id=524568511957,14,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：太阳芦荟社 玻尿酸原液10ML*3瓶','位置':'120'})"
http://www.smzdm.com/p/6537249/,21,天猫国际,四款均一价1088元,四款红翼 经典款，预售持平历史新低。,http://item.taobao.com/item.htm?id=538353060012,150,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：魅力惠海外旗舰店 精选Red Wing 红翼 工装靴','位置':'121'})"
http://www.smzdm.com/p/6526843/,2,亚马逊海外购,229.5元包邮（下单9折）,顺产及剖腹产均可，促进子宫修复。,http://go.smzdm.com/ccca914e79624f76/ca_aa_yh_75_6526843_846_2743_91/8oFJCluXgBaD,22,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Dacco 三洋 产后专用加强型收腹带 (粉红色)','位置':'122'})"
http://www.smzdm.com/p/6537490/,11,亚马逊中国,245.96元包邮（342元，双重优惠）,乐高大颗粒两件双重优惠好价可入。,"http://go.smzdm.com/569fde5b259f4380/ca_aa_yh_93_6537490_829_627_981/AoFbC5uMvvmd,http://go.smzdm.com/569fde5b259f4380/ca_aa_yh_93_6537490_829_627_981/AoFbC5uMvvmd,http://go.smzdm.com/193a8b2749b1fd56/ca_aa_yh_93_6537490_829_627_981/AoFbC5uMvvmd",11,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'LEGO 乐高 10723 美人鱼爱丽儿的海豚车+得宝系列 10819 我的第一个小花园','位置':'123'})"
http://www.smzdm.com/p/6537495/,1,京东全球购,39元,热门卡通，材质安全，做工细致，移动端好价~,http://go.smzdm.com/bd916671b5154714/ca_aa_yh_75_6537495_417_0_0/WPFvCxuOZZLw,10,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'移动端：Anpanman 面包超人 乐器系列 宝宝摇铃','位置':'124'})"
http://www.smzdm.com/p/6537387/,27,京东,3999元包邮（5999-2000）,32英寸4K VA面板新品，新品首降。,http://go.smzdm.com/5687aa780d1eca41/ca_aa_yh_163_6537387_801_273_1519/AoFbC5uMvvvZ,27,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'新品首降：PHILIPS 飞利浦 328P6VJEB 31.5英寸 显示器','位置':'125'})"
http://www.smzdm.com/p/6537682/,27,天猫超市,54.9元，2件5折后,折合1.37元/颗~,https://chaoshi.detail.tmall.com/item.htm?id=38523855286,6,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'ARIEL 碧浪 洗衣凝珠 自然清新 20颗*2件','位置':'126'})"
http://www.smzdm.com/p/6537419/,32,京东,300-50/500-100,,"http://go.smzdm.com/5330e3c9dd7315d0/ca_aa_yh_27_6537419_293_273_35/YbFPC4ugpp4W,http://go.smzdm.com/5330e3c9dd7315d0/ca_aa_yh_27_6537419_293_273_35/YbFPC4ugpp4W,http://go.smzdm.com/478264e183e6fb46/ca_aa_yh_27_6537419_293_273_35/YbFPC4ugpp4W",16,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'促销活动：京东 飞利浦 电动牙刷','位置':'127'})"
http://www.smzdm.com/p/6537680/,4,苏宁易购,445元包邮包税, 持续滋润修护，明星小棕瓶，包邮包税好价~,http://go.smzdm.com/98e1979485fdc8b8/ca_aa_yh_113_6537680_848_905_115/6oFAC8uB66Zg,48,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'ESTEE LAUDER 雅诗兰黛 特润修护肌透精华露 50ml','位置':'128'})"
http://www.smzdm.com/p/6115124/,7,ESTEE LAUDER美国官网,可$62换购价值$385彩妆套装,又来一波大活动！换购得多个正装大礼包~,http://go.smzdm.com/1ba26ae4ec9fed66/ca_aa_ht_113_6115124_765_905_0/lDFWC3sjy4VN,62,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'海淘活动：ESTEE LAUDER 雅诗兰黛 购买任意产品','位置':'129'})"
http://www.smzdm.com/p/6537225/,50,天猫精选,99元包邮（15元定金，11.11付尾款）, 可悠然美肌沐浴露好价~,https://detail.tmall.com/item.htm?id=523255023776&root_refer=http://ajkjfpzhgrt.b0.upaiyun.com/url.htm&tracelog=jubuyitnow&skuId=3115094815112,26,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'双11预售：KUYURA 可悠然 美肌沐浴露套装550ml*2+替换装400ml*2','位置':'130'})"
http://www.smzdm.com/p/6537525/,0,亚马逊中国,849元包邮,惠氏高端，亲和人体配方，买三罐送一小罐。,http://go.smzdm.com/7989fdad9c362660/ca_aa_yh_75_6537525_417_233_77/9AFQCnuWddop,35,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Wyeth 惠氏 illuma 启赋 幼儿配方奶粉 3段 900g*3+350g','位置':'131'})"
http://www.smzdm.com/p/6536328/,3,亚马逊海外购,1999元包邮（2199-200）,KENWOOD 800W厨师机，国内联保，多功能大功率。,http://go.smzdm.com/521636e0b172a9c1/ca_aa_yh_27_6536328_429_409_33/JPFdC6u5jjXW,24,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'KENWOOD 凯伍德  KM336 全能厨师机','位置':'132'})"
http://www.smzdm.com/p/6537627/,1,苏宁易购海外购,185元包邮包税,明星牛油果，再到好价。,http://go.smzdm.com/3d95e138c4a12f1f/ca_aa_yh_113_6537627_475_2197_115/gzF7C2u4DDlP,77,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Kiehl\'s 科颜氏 牛油果眼霜 14ml','位置':'133'})"
http://www.smzdm.com/p/6537298/,3,京东,47.84元（限购3件，2件8折）,燕之坊代餐粉，赠品好价，2件8折。,http://go.smzdm.com/5dd756a5d96d0929/ca_aa_yh_95_6537298_790_36055_105/GzF3CnuvzzOe,36,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'燕之坊 核桃芝麻禅食粉 600g*2件+燕之坊 蓝莓燕麦 五谷粉 220g*2件','位置':'134'})"
http://www.smzdm.com/p/6537654/,4,亚马逊中国,55.6元包邮（110.8元，双重优惠）,中亚再秒杀，双重优惠持平历史新低价。,http://go.smzdm.com/3fb6a1a38c520c5e/ca_aa_yh_7_6537654_829_0_1643/b5FZCNugxxZ9,90,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'《S. 忒修斯之船》简体中文典藏复刻版','位置':'135'})"
http://www.smzdm.com/p/6528308/,11,亚马逊中国,109元包邮（可2件8.5折）,厚实柔软，方方正正，适合洗脸用~,http://go.smzdm.com/5196e2bf285a7c10/ca_aa_yh_1515_6528308_751_27235_55/XBFkC4u7A9y9,42,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Superior 900克 埃及棉方巾6条装 多色可选','位置':'136'})"
http://www.smzdm.com/p/6537384/,11,天猫精选,19.9元包邮（59.9-40）,800W石英管取暖器，应季刚需好价。,http://detail.tmall.com/item.htm?id=539656482769,64,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'Royalstar 荣事达 FGW-800D 石英管取暖器','位置':'137'})"
http://www.smzdm.com/p/6537288/,14,亚马逊中国,499元包邮,38°恒温控制，再到好价~,http://go.smzdm.com/2f98aae39544411d/ca_aa_yh_37_6537288_403_3563_39/2bFaCLuVAAYA,27,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'ENZO RODI 贝朗安住 维芙系列 ERF939114C-A1 恒温淋浴花洒套装','位置':'138'})"
http://www.smzdm.com/p/6537328/,11,京东,349元,31000/次震动规格，三档力度调节。直降满减新低。,http://go.smzdm.com/e20a514e79e6748e/ca_aa_yh_27_6537328_293_273_35/XBFkC4u7AA89,36,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'历史低价：PHILIPS 飞利浦 HX6632/09 充电式声波震动牙刷','位置':'139'})"
http://www.smzdm.com/p/6537271/,59,亚马逊中国,189元包邮,1:1的鸡缸杯，买来送人不仅是体面~,http://go.smzdm.com/853d228ca627db2b/ca_aa_yh_1515_6537271_521_0_47/jDFnCLu5NNJV,169,"dataLayer.push({'event':'值得买_精选_图文','文章标题':'故宫文创 1:1 明成化斗彩鸡缸杯','位置':'140'})"
